paper,ptp,trial,t,x,y,condition,target.location
Spivey2005,1,7,132,503,103,cohort,left
Spivey2005,1,7,149,503,111,cohort,left
Spivey2005,1,7,165,503,120,cohort,left
Spivey2005,1,7,186,504,162,cohort,left
Spivey2005,1,7,215,504,201,cohort,left
Spivey2005,1,7,232,506,243,cohort,left
Spivey2005,1,7,248,508,266,cohort,left
Spivey2005,1,7,266,509,311,cohort,left
Spivey2005,1,7,282,509,335,cohort,left
Spivey2005,1,7,298,509,353,cohort,left
Spivey2005,1,7,315,507,379,cohort,left
Spivey2005,1,7,331,505,390,cohort,left
Spivey2005,1,7,348,501,403,cohort,left
Spivey2005,1,7,365,501,405,cohort,left
Spivey2005,1,7,481,501,406,cohort,left
Spivey2005,1,7,498,500,407,cohort,left
Spivey2005,1,7,515,497,410,cohort,left
Spivey2005,1,7,531,496,412,cohort,left
Spivey2005,1,7,548,494,420,cohort,left
Spivey2005,1,7,564,490,427,cohort,left
Spivey2005,1,7,581,485,432,cohort,left
Spivey2005,1,7,597,467,437,cohort,left
Spivey2005,1,7,797,470,437,cohort,left
Spivey2005,1,7,814,479,437,cohort,left
Spivey2005,1,7,830,492,438,cohort,left
Spivey2005,1,7,847,525,450,cohort,left
Spivey2005,1,7,864,569,467,cohort,left
Spivey2005,1,7,880,587,471,cohort,left
Spivey2005,1,7,897,630,476,cohort,left
Spivey2005,1,7,915,658,477,cohort,left
Spivey2005,1,7,930,699,477,cohort,left
Spivey2005,1,7,950,717,477,cohort,left
Spivey2005,1,7,963,737,477,cohort,left
Spivey2005,1,7,980,742,477,cohort,left
Spivey2005,1,7,996,743,477,cohort,left
Spivey2005,1,9,81,508,96,cohort,left
Spivey2005,1,9,116,511,102,cohort,left
Spivey2005,1,9,138,520,117,cohort,left
Spivey2005,1,9,162,537,171,cohort,left
Spivey2005,1,9,179,539,187,cohort,left
Spivey2005,1,9,195,539,223,cohort,left
Spivey2005,1,9,213,539,244,cohort,left
Spivey2005,1,9,228,538,262,cohort,left
Spivey2005,1,9,245,531,291,cohort,left
Spivey2005,1,9,263,527,305,cohort,left
Spivey2005,1,9,278,517,323,cohort,left
Spivey2005,1,9,295,513,330,cohort,left
Spivey2005,1,9,312,504,346,cohort,left
Spivey2005,1,9,328,500,353,cohort,left
Spivey2005,1,9,345,498,358,cohort,left
Spivey2005,1,9,364,495,367,cohort,left
Spivey2005,1,9,378,495,368,cohort,left
Spivey2005,1,9,395,495,370,cohort,left
Spivey2005,1,9,411,494,372,cohort,left
Spivey2005,1,9,428,493,372,cohort,left
Spivey2005,1,9,461,495,369,cohort,left
Spivey2005,1,9,478,496,365,cohort,left
Spivey2005,1,9,494,496,358,cohort,left
Spivey2005,1,9,511,495,353,cohort,left
Spivey2005,1,9,677,495,352,cohort,left
Spivey2005,1,9,694,494,348,cohort,left
Spivey2005,1,9,727,495,347,cohort,left
Spivey2005,1,9,760,496,347,cohort,left
Spivey2005,1,9,778,504,360,cohort,left
Spivey2005,1,9,794,518,386,cohort,left
Spivey2005,1,9,810,527,406,cohort,left
Spivey2005,1,9,828,543,455,cohort,left
Spivey2005,1,9,844,545,469,cohort,left
Spivey2005,1,9,860,549,492,cohort,left
Spivey2005,1,9,877,549,498,cohort,left
Spivey2005,1,9,893,549,507,cohort,left
Spivey2005,1,9,915,547,511,cohort,left
Spivey2005,1,9,943,543,511,cohort,left
Spivey2005,1,9,960,542,511,cohort,left
Spivey2005,1,9,977,538,509,cohort,left
Spivey2005,1,9,993,534,508,cohort,left
Spivey2005,1,9,1160,534,507,cohort,left
Spivey2005,1,9,1176,534,506,cohort,left
Spivey2005,1,9,1193,534,505,cohort,left
Spivey2005,1,9,1442,538,505,cohort,left
Spivey2005,1,9,1459,544,505,cohort,left
Spivey2005,1,9,1475,559,505,cohort,left
Spivey2005,1,9,1492,568,505,cohort,left
Spivey2005,1,9,1509,576,505,cohort,left
Spivey2005,1,9,1525,583,504,cohort,left
Spivey2005,1,9,1658,574,504,cohort,left
Spivey2005,1,9,1675,566,504,cohort,left
Spivey2005,1,9,1691,539,505,cohort,left
Spivey2005,1,9,1708,514,507,cohort,left
Spivey2005,1,9,1725,448,513,cohort,left
Spivey2005,1,9,1741,420,516,cohort,left
Spivey2005,1,9,1758,395,518,cohort,left
Spivey2005,1,9,1775,355,519,cohort,left
Spivey2005,1,9,1791,341,521,cohort,left
Spivey2005,1,9,1808,316,522,cohort,left
Spivey2005,1,9,1824,311,522,cohort,left
Spivey2005,1,9,1842,310,522,cohort,left
Spivey2005,1,9,1858,309,522,cohort,left
Spivey2005,1,9,1891,308,522,cohort,left
Spivey2005,1,9,1924,306,522,cohort,left
Spivey2005,1,9,2024,299,522,cohort,left
Spivey2005,1,9,2041,294,521,cohort,left
Spivey2005,1,9,2057,277,520,cohort,left
Spivey2005,1,9,2074,268,520,cohort,left
Spivey2005,1,9,2091,267,520,cohort,left
Spivey2005,1,10,312,516,85,cohort,left
Spivey2005,1,10,329,522,86,cohort,left
Spivey2005,1,10,346,533,94,cohort,left
Spivey2005,1,10,363,541,115,cohort,left
Spivey2005,1,10,379,543,132,cohort,left
Spivey2005,1,10,395,545,176,cohort,left
Spivey2005,1,10,412,547,208,cohort,left
Spivey2005,1,10,429,549,249,cohort,left
Spivey2005,1,10,445,549,315,cohort,left
Spivey2005,1,10,464,549,347,cohort,left
Spivey2005,1,10,479,546,387,cohort,left
Spivey2005,1,10,495,544,400,cohort,left
Spivey2005,1,10,512,540,411,cohort,left
Spivey2005,1,10,528,533,417,cohort,left
Spivey2005,1,10,545,529,418,cohort,left
Spivey2005,1,10,562,519,418,cohort,left
Spivey2005,1,10,579,510,414,cohort,left
Spivey2005,1,10,595,508,412,cohort,left
Spivey2005,1,10,612,504,408,cohort,left
Spivey2005,1,10,770,503,407,cohort,left
Spivey2005,1,10,802,501,401,cohort,left
Spivey2005,1,10,811,501,399,cohort,left
Spivey2005,1,10,844,501,400,cohort,left
Spivey2005,1,10,861,508,409,cohort,left
Spivey2005,1,10,878,515,417,cohort,left
Spivey2005,1,10,894,526,434,cohort,left
Spivey2005,1,10,912,532,442,cohort,left
Spivey2005,1,10,929,537,450,cohort,left
Spivey2005,1,10,948,544,466,cohort,left
Spivey2005,1,10,977,544,471,cohort,left
Spivey2005,1,10,994,543,473,cohort,left
Spivey2005,1,10,1011,541,475,cohort,left
Spivey2005,1,10,1027,535,477,cohort,left
Spivey2005,1,10,1044,534,477,cohort,left
Spivey2005,1,10,1061,534,478,cohort,left
Spivey2005,1,10,1110,534,479,cohort,left
Spivey2005,1,10,1409,533,479,cohort,left
Spivey2005,1,10,1580,532,480,cohort,left
Spivey2005,1,10,1593,531,480,cohort,left
Spivey2005,1,10,1609,527,480,cohort,left
Spivey2005,1,10,1626,519,481,cohort,left
Spivey2005,1,10,1643,459,485,cohort,left
Spivey2005,1,10,1676,376,497,cohort,left
Spivey2005,1,10,1692,290,510,cohort,left
Spivey2005,1,10,1711,254,517,cohort,left
Spivey2005,1,10,1726,226,521,cohort,left
Spivey2005,1,12,178,506,87,cohort,left
Spivey2005,1,12,195,493,84,cohort,left
Spivey2005,1,12,212,491,83,cohort,left
Spivey2005,1,12,228,481,82,cohort,left
Spivey2005,1,12,361,482,80,cohort,left
Spivey2005,1,12,377,483,76,cohort,left
Spivey2005,1,12,427,483,77,cohort,left
Spivey2005,1,12,444,489,96,cohort,left
Spivey2005,1,12,460,491,111,cohort,left
Spivey2005,1,12,477,501,163,cohort,left
Spivey2005,1,12,494,510,210,cohort,left
Spivey2005,1,12,510,530,307,cohort,left
Spivey2005,1,12,527,536,358,cohort,left
Spivey2005,1,12,544,537,402,cohort,left
Spivey2005,1,12,560,537,454,cohort,left
Spivey2005,1,12,577,535,473,cohort,left
Spivey2005,1,12,594,528,494,cohort,left
Spivey2005,1,12,610,525,498,cohort,left
Spivey2005,1,12,627,523,500,cohort,left
Spivey2005,1,12,660,520,499,cohort,left
Spivey2005,1,12,677,518,496,cohort,left
Spivey2005,1,12,943,517,496,cohort,left
Spivey2005,1,12,976,521,494,cohort,left
Spivey2005,1,12,993,523,494,cohort,left
Spivey2005,1,12,1009,529,495,cohort,left
Spivey2005,1,12,1026,533,495,cohort,left
Spivey2005,1,12,1043,543,495,cohort,left
Spivey2005,1,12,1059,549,495,cohort,left
Spivey2005,1,12,1226,550,496,cohort,left
Spivey2005,1,12,1242,551,496,cohort,left
Spivey2005,1,12,1259,554,498,cohort,left
Spivey2005,1,12,1308,552,499,cohort,left
Spivey2005,1,12,1326,547,499,cohort,left
Spivey2005,1,12,1342,517,501,cohort,left
Spivey2005,1,12,1358,493,502,cohort,left
Spivey2005,1,12,1375,460,504,cohort,left
Spivey2005,1,12,1392,390,507,cohort,left
Spivey2005,1,12,1413,338,509,cohort,left
Spivey2005,1,12,1425,319,510,cohort,left
Spivey2005,1,12,1441,308,511,cohort,left
Spivey2005,1,12,1458,301,512,cohort,left
Spivey2005,1,14,250,516,99,cohort,right
Spivey2005,1,14,267,523,99,cohort,right
Spivey2005,1,14,283,538,106,cohort,right
Spivey2005,1,14,299,543,115,cohort,right
Spivey2005,1,14,316,547,130,cohort,right
Spivey2005,1,14,336,553,190,cohort,right
Spivey2005,1,14,350,553,225,cohort,right
Spivey2005,1,14,366,553,253,cohort,right
Spivey2005,1,14,382,542,298,cohort,right
Spivey2005,1,14,399,531,317,cohort,right
Spivey2005,1,14,416,508,342,cohort,right
Spivey2005,1,14,432,496,349,cohort,right
Spivey2005,1,14,449,478,359,cohort,right
Spivey2005,1,14,466,475,360,cohort,right
Spivey2005,1,14,675,482,354,cohort,right
Spivey2005,1,14,712,490,352,cohort,right
Spivey2005,1,14,735,499,358,cohort,right
Spivey2005,1,14,756,512,378,cohort,right
Spivey2005,1,14,776,535,443,cohort,right
Spivey2005,1,14,800,546,487,cohort,right
Spivey2005,1,14,815,547,512,cohort,right
Spivey2005,1,14,831,546,537,cohort,right
Spivey2005,1,14,848,544,542,cohort,right
Spivey2005,1,14,865,538,547,cohort,right
Spivey2005,1,14,881,537,547,cohort,right
Spivey2005,1,14,915,536,547,cohort,right
Spivey2005,1,14,948,533,545,cohort,right
Spivey2005,1,14,964,533,543,cohort,right
Spivey2005,1,14,981,532,542,cohort,right
Spivey2005,1,14,1131,545,539,cohort,right
Spivey2005,1,14,1147,560,537,cohort,right
Spivey2005,1,14,1164,567,537,cohort,right
Spivey2005,1,14,1181,572,537,cohort,right
Spivey2005,1,14,1214,566,536,cohort,right
Spivey2005,1,14,1230,559,536,cohort,right
Spivey2005,1,14,1247,533,537,cohort,right
Spivey2005,1,14,1264,517,537,cohort,right
Spivey2005,1,14,1280,463,538,cohort,right
Spivey2005,1,14,1297,433,538,cohort,right
Spivey2005,1,14,1314,403,539,cohort,right
Spivey2005,1,14,1331,352,540,cohort,right
Spivey2005,1,14,1347,334,540,cohort,right
Spivey2005,1,14,1363,311,540,cohort,right
Spivey2005,1,14,1383,300,541,cohort,right
Spivey2005,1,14,1397,299,541,cohort,right
Spivey2005,1,14,1463,300,541,cohort,right
Spivey2005,1,14,1480,302,541,cohort,right
Spivey2005,1,14,1496,312,541,cohort,right
Spivey2005,1,14,1513,321,541,cohort,right
Spivey2005,1,14,1530,356,541,cohort,right
Spivey2005,1,14,1546,384,541,cohort,right
Spivey2005,1,14,1563,486,540,cohort,right
Spivey2005,1,14,1580,529,540,cohort,right
Spivey2005,1,14,1596,573,539,cohort,right
Spivey2005,1,14,1613,703,531,cohort,right
Spivey2005,1,14,1629,731,530,cohort,right
Spivey2005,1,14,1646,754,529,cohort,right
Spivey2005,1,14,1663,777,529,cohort,right
Spivey2005,1,14,1679,783,529,cohort,right
Spivey2005,1,14,1696,785,529,cohort,right
Spivey2005,1,14,1713,786,529,cohort,right
Spivey2005,1,14,1762,786,530,cohort,right
Spivey2005,1,15,67,489,88,cohort,right
Spivey2005,1,15,150,491,91,cohort,right
Spivey2005,1,15,167,497,106,cohort,right
Spivey2005,1,15,184,505,133,cohort,right
Spivey2005,1,15,202,507,151,cohort,right
Spivey2005,1,15,216,509,198,cohort,right
Spivey2005,1,15,233,509,229,cohort,right
Spivey2005,1,15,250,508,254,cohort,right
Spivey2005,1,15,266,504,327,cohort,right
Spivey2005,1,15,283,503,353,cohort,right
Spivey2005,1,15,300,501,399,cohort,right
Spivey2005,1,15,316,500,414,cohort,right
Spivey2005,1,15,333,499,423,cohort,right
Spivey2005,1,15,349,499,435,cohort,right
Spivey2005,1,15,366,499,437,cohort,right
Spivey2005,1,15,416,499,435,cohort,right
Spivey2005,1,15,433,499,426,cohort,right
Spivey2005,1,15,449,499,418,cohort,right
Spivey2005,1,15,466,499,401,cohort,right
Spivey2005,1,15,482,499,396,cohort,right
Spivey2005,1,15,499,498,390,cohort,right
Spivey2005,1,15,516,498,387,cohort,right
Spivey2005,1,15,715,505,386,cohort,right
Spivey2005,1,15,732,507,387,cohort,right
Spivey2005,1,15,748,508,402,cohort,right
Spivey2005,1,15,765,510,413,cohort,right
Spivey2005,1,15,782,511,428,cohort,right
Spivey2005,1,15,798,513,462,cohort,right
Spivey2005,1,15,816,514,487,cohort,right
Spivey2005,1,15,832,515,493,cohort,right
Spivey2005,1,15,848,515,497,cohort,right
Spivey2005,1,15,1264,515,498,cohort,right
Spivey2005,1,15,1280,514,498,cohort,right
Spivey2005,1,15,1297,509,498,cohort,right
Spivey2005,1,15,1363,508,499,cohort,right
Spivey2005,1,15,1381,511,499,cohort,right
Spivey2005,1,15,1397,517,500,cohort,right
Spivey2005,1,15,1413,542,502,cohort,right
Spivey2005,1,15,1430,561,503,cohort,right
Spivey2005,1,15,1448,603,506,cohort,right
Spivey2005,1,15,1464,647,508,cohort,right
Spivey2005,1,15,1480,666,508,cohort,right
Spivey2005,1,15,1567,738,510,cohort,right
Spivey2005,1,16,166,505,88,cohort,right
Spivey2005,1,16,183,503,95,cohort,right
Spivey2005,1,16,199,502,102,cohort,right
Spivey2005,1,16,216,502,111,cohort,right
Spivey2005,1,16,233,503,137,cohort,right
Spivey2005,1,16,249,505,155,cohort,right
Spivey2005,1,16,266,506,188,cohort,right
Spivey2005,1,16,282,506,211,cohort,right
Spivey2005,1,16,299,506,267,cohort,right
Spivey2005,1,16,316,504,313,cohort,right
Spivey2005,1,16,332,502,329,cohort,right
Spivey2005,1,16,349,498,350,cohort,right
Spivey2005,1,16,366,496,356,cohort,right
Spivey2005,1,16,382,495,358,cohort,right
Spivey2005,1,16,399,489,360,cohort,right
Spivey2005,1,16,415,482,360,cohort,right
Spivey2005,1,16,432,470,360,cohort,right
Spivey2005,1,16,698,471,360,cohort,right
Spivey2005,1,16,715,483,367,cohort,right
Spivey2005,1,16,732,506,396,cohort,right
Spivey2005,1,16,748,517,416,cohort,right
Spivey2005,1,16,766,533,461,cohort,right
Spivey2005,1,16,781,535,479,cohort,right
Spivey2005,1,16,798,536,491,cohort,right
Spivey2005,1,16,814,536,507,cohort,right
Spivey2005,1,16,831,536,512,cohort,right
Spivey2005,1,16,848,536,513,cohort,right
Spivey2005,1,16,1346,534,513,cohort,right
Spivey2005,1,16,1364,525,513,cohort,right
Spivey2005,1,16,1381,505,514,cohort,right
Spivey2005,1,16,1396,494,515,cohort,right
Spivey2005,1,16,1413,483,515,cohort,right
Spivey2005,1,16,1430,469,515,cohort,right
Spivey2005,1,16,1480,473,515,cohort,right
Spivey2005,1,16,1566,678,508,cohort,right
Spivey2005,1,16,1579,720,507,cohort,right
Spivey2005,1,16,1596,767,504,cohort,right
Spivey2005,1,16,1613,781,503,cohort,right
Spivey2005,1,16,1629,800,503,cohort,right
Spivey2005,1,16,1646,802,503,cohort,right
Spivey2005,1,19,133,493,89,cohort,right
Spivey2005,1,19,150,492,89,cohort,right
Spivey2005,1,19,316,496,89,cohort,right
Spivey2005,1,19,333,510,89,cohort,right
Spivey2005,1,19,349,514,94,cohort,right
Spivey2005,1,19,366,516,103,cohort,right
Spivey2005,1,19,383,520,144,cohort,right
Spivey2005,1,19,401,521,169,cohort,right
Spivey2005,1,19,416,523,259,cohort,right
Spivey2005,1,19,432,523,302,cohort,right
Spivey2005,1,19,449,522,388,cohort,right
Spivey2005,1,19,466,521,422,cohort,right
Spivey2005,1,19,482,520,444,cohort,right
Spivey2005,1,19,500,518,487,cohort,right
Spivey2005,1,19,516,518,494,cohort,right
Spivey2005,1,19,532,518,499,cohort,right
Spivey2005,1,19,549,518,500,cohort,right
Spivey2005,1,19,698,515,500,cohort,right
Spivey2005,1,19,716,512,498,cohort,right
Spivey2005,1,19,732,512,497,cohort,right
Spivey2005,1,19,748,510,494,cohort,right
Spivey2005,1,19,766,508,492,cohort,right
Spivey2005,1,19,782,507,491,cohort,right
Spivey2005,1,19,986,517,485,cohort,right
Spivey2005,1,19,1009,523,485,cohort,right
Spivey2005,1,19,1041,524,485,cohort,right
Spivey2005,1,19,1052,527,486,cohort,right
Spivey2005,1,19,1081,534,489,cohort,right
Spivey2005,1,19,1098,538,491,cohort,right
Spivey2005,1,19,1114,544,494,cohort,right
Spivey2005,1,19,1131,547,494,cohort,right
Spivey2005,1,19,1148,551,495,cohort,right
Spivey2005,1,19,1164,552,495,cohort,right
Spivey2005,1,19,1363,552,496,cohort,right
Spivey2005,1,19,1381,553,496,cohort,right
Spivey2005,1,19,1397,554,496,cohort,right
Spivey2005,1,19,1480,555,496,cohort,right
Spivey2005,1,19,1497,556,496,cohort,right
Spivey2005,1,19,1517,561,496,cohort,right
Spivey2005,1,19,1530,568,496,cohort,right
Spivey2005,1,19,1546,575,497,cohort,right
Spivey2005,1,19,1564,596,498,cohort,right
Spivey2005,1,19,1580,620,499,cohort,right
Spivey2005,1,19,1660,622,499,cohort,right
Spivey2005,1,19,1679,607,500,cohort,right
Spivey2005,1,19,1696,566,503,cohort,right
Spivey2005,1,19,1713,540,505,cohort,right
Spivey2005,1,19,1729,505,508,cohort,right
Spivey2005,1,19,1746,467,509,cohort,right
Spivey2005,1,19,1762,455,509,cohort,right
Spivey2005,1,19,1779,447,509,cohort,right
Spivey2005,1,19,1796,451,509,cohort,right
Spivey2005,1,19,1812,460,509,cohort,right
Spivey2005,1,19,1829,497,509,cohort,right
Spivey2005,1,19,1846,532,509,cohort,right
Spivey2005,1,19,1862,605,509,cohort,right
Spivey2005,1,19,1879,652,509,cohort,right
Spivey2005,1,19,1896,691,509,cohort,right
Spivey2005,1,19,1912,740,509,cohort,right
Spivey2005,1,19,1929,756,508,cohort,right
Spivey2005,1,19,1945,768,507,cohort,right
Spivey2005,1,21,70,518,95,cohort,left
Spivey2005,1,21,200,521,94,cohort,left
Spivey2005,1,21,217,521,92,cohort,left
Spivey2005,1,21,233,521,88,cohort,left
Spivey2005,1,21,250,521,83,cohort,left
Spivey2005,1,21,332,523,82,cohort,left
Spivey2005,1,21,350,530,80,cohort,left
Spivey2005,1,21,366,534,80,cohort,left
Spivey2005,1,21,383,538,80,cohort,left
Spivey2005,1,21,400,540,80,cohort,left
Spivey2005,1,21,416,549,87,cohort,left
Spivey2005,1,21,433,553,96,cohort,left
Spivey2005,1,21,449,557,127,cohort,left
Spivey2005,1,21,466,559,158,cohort,left
Spivey2005,1,21,483,559,195,cohort,left
Spivey2005,1,21,499,559,283,cohort,left
Spivey2005,1,21,516,558,330,cohort,left
Spivey2005,1,21,534,547,411,cohort,left
Spivey2005,1,21,549,544,432,cohort,left
Spivey2005,1,21,566,542,447,cohort,left
Spivey2005,1,21,582,538,458,cohort,left
Spivey2005,1,21,599,537,458,cohort,left
Spivey2005,1,21,632,537,457,cohort,left
Spivey2005,1,21,649,537,455,cohort,left
Spivey2005,1,21,666,537,454,cohort,left
Spivey2005,1,21,865,537,453,cohort,left
Spivey2005,1,21,898,536,453,cohort,left
Spivey2005,1,21,915,536,454,cohort,left
Spivey2005,1,21,932,534,455,cohort,left
Spivey2005,1,21,948,528,461,cohort,left
Spivey2005,1,21,965,514,479,cohort,left
Spivey2005,1,21,981,505,493,cohort,left
Spivey2005,1,21,999,485,518,cohort,left
Spivey2005,1,21,1015,472,533,cohort,left
Spivey2005,1,21,1031,455,553,cohort,left
Spivey2005,1,21,1048,451,557,cohort,left
Spivey2005,1,21,1065,450,558,cohort,left
Spivey2005,1,21,1081,452,557,cohort,left
Spivey2005,1,21,1098,456,555,cohort,left
Spivey2005,1,21,1148,469,548,cohort,left
Spivey2005,1,21,1165,489,537,cohort,left
Spivey2005,1,21,1185,495,529,cohort,left
Spivey2005,1,21,1198,483,517,cohort,left
Spivey2005,1,21,1214,470,514,cohort,left
Spivey2005,1,21,1231,452,513,cohort,left
Spivey2005,1,21,1247,396,512,cohort,left
Spivey2005,1,21,1264,368,512,cohort,left
Spivey2005,1,21,1281,316,513,cohort,left
Spivey2005,1,21,1297,299,514,cohort,left
Spivey2005,1,21,1314,280,515,cohort,left
Spivey2005,1,21,1331,274,515,cohort,left
Spivey2005,1,21,1347,272,515,cohort,left
Spivey2005,1,21,1447,270,516,cohort,left
Spivey2005,1,22,99,502,90,cohort,left
Spivey2005,1,22,116,501,91,cohort,left
Spivey2005,1,22,133,500,91,cohort,left
Spivey2005,1,22,149,499,92,cohort,left
Spivey2005,1,22,332,504,93,cohort,left
Spivey2005,1,22,349,509,94,cohort,left
Spivey2005,1,22,365,519,106,cohort,left
Spivey2005,1,22,382,527,118,cohort,left
Spivey2005,1,22,399,536,151,cohort,left
Spivey2005,1,22,415,540,175,cohort,left
Spivey2005,1,22,432,547,205,cohort,left
Spivey2005,1,22,448,557,263,cohort,left
Spivey2005,1,22,465,560,294,cohort,left
Spivey2005,1,22,482,562,349,cohort,left
Spivey2005,1,22,499,561,383,cohort,left
Spivey2005,1,22,515,559,397,cohort,left
Spivey2005,1,22,532,550,417,cohort,left
Spivey2005,1,22,548,542,424,cohort,left
Spivey2005,1,22,565,520,434,cohort,left
Spivey2005,1,22,581,511,436,cohort,left
Spivey2005,1,22,598,502,437,cohort,left
Spivey2005,1,22,615,484,437,cohort,left
Spivey2005,1,22,631,476,435,cohort,left
Spivey2005,1,22,831,475,433,cohort,left
Spivey2005,1,22,848,476,433,cohort,left
Spivey2005,1,22,864,477,433,cohort,left
Spivey2005,1,22,881,478,434,cohort,left
Spivey2005,1,22,897,481,445,cohort,left
Spivey2005,1,22,916,482,458,cohort,left
Spivey2005,1,22,931,482,467,cohort,left
Spivey2005,1,22,950,480,481,cohort,left
Spivey2005,1,22,964,478,488,cohort,left
Spivey2005,1,22,981,474,497,cohort,left
Spivey2005,1,22,997,473,501,cohort,left
Spivey2005,1,22,1014,472,502,cohort,left
Spivey2005,1,22,1030,471,504,cohort,left
Spivey2005,1,22,1080,471,505,cohort,left
Spivey2005,1,22,1479,466,505,cohort,left
Spivey2005,1,22,1508,461,505,cohort,left
Spivey2005,1,22,1538,437,505,cohort,left
Spivey2005,1,22,1549,389,507,cohort,left
Spivey2005,1,22,1573,327,511,cohort,left
Spivey2005,1,22,1590,229,519,cohort,left
Spivey2005,1,27,150,528,96,cohort,right
Spivey2005,1,27,166,528,98,cohort,right
Spivey2005,1,27,183,533,110,cohort,right
Spivey2005,1,27,200,541,132,cohort,right
Spivey2005,1,27,217,545,147,cohort,right
Spivey2005,1,27,233,549,186,cohort,right
Spivey2005,1,27,250,551,206,cohort,right
Spivey2005,1,27,267,553,240,cohort,right
Spivey2005,1,27,283,553,296,cohort,right
Spivey2005,1,27,299,552,315,cohort,right
Spivey2005,1,27,316,546,349,cohort,right
Spivey2005,1,27,333,540,363,cohort,right
Spivey2005,1,27,349,528,378,cohort,right
Spivey2005,1,27,366,520,383,cohort,right
Spivey2005,1,27,383,512,385,cohort,right
Spivey2005,1,27,399,499,387,cohort,right
Spivey2005,1,27,582,500,384,cohort,right
Spivey2005,1,27,599,506,380,cohort,right
Spivey2005,1,27,619,515,380,cohort,right
Spivey2005,1,27,633,523,386,cohort,right
Spivey2005,1,27,649,537,409,cohort,right
Spivey2005,1,27,682,555,454,cohort,right
Spivey2005,1,27,698,560,497,cohort,right
Spivey2005,1,27,715,560,518,cohort,right
Spivey2005,1,27,732,552,551,cohort,right
Spivey2005,1,27,748,541,565,cohort,right
Spivey2005,1,27,766,517,584,cohort,right
Spivey2005,1,27,782,505,592,cohort,right
Spivey2005,1,27,798,496,597,cohort,right
Spivey2005,1,27,815,488,600,cohort,right
Spivey2005,1,27,832,488,601,cohort,right
Spivey2005,1,27,931,488,600,cohort,right
Spivey2005,1,27,951,488,591,cohort,right
Spivey2005,1,27,965,488,587,cohort,right
Spivey2005,1,27,981,488,582,cohort,right
Spivey2005,1,27,998,488,580,cohort,right
Spivey2005,1,27,1147,490,577,cohort,right
Spivey2005,1,27,1164,489,577,cohort,right
Spivey2005,1,27,1181,464,578,cohort,right
Spivey2005,1,27,1197,445,578,cohort,right
Spivey2005,1,27,1214,415,578,cohort,right
Spivey2005,1,27,1231,336,578,cohort,right
Spivey2005,1,27,1247,299,578,cohort,right
Spivey2005,1,27,1264,216,578,cohort,right
Spivey2005,1,27,1281,172,578,cohort,right
Spivey2005,1,27,1297,159,578,cohort,right
Spivey2005,1,27,1314,151,578,cohort,right
Spivey2005,1,27,1347,152,578,cohort,right
Spivey2005,1,28,33,506,111,cohort,right
Spivey2005,1,28,50,505,112,cohort,right
Spivey2005,1,28,66,503,113,cohort,right
Spivey2005,1,28,83,502,113,cohort,right
Spivey2005,1,28,109,497,113,cohort,right
Spivey2005,1,28,155,483,113,cohort,right
Spivey2005,1,28,216,483,112,cohort,right
Spivey2005,1,28,275,485,113,cohort,right
Spivey2005,1,28,308,494,150,cohort,right
Spivey2005,1,28,334,498,189,cohort,right
Spivey2005,1,28,349,507,251,cohort,right
Spivey2005,1,28,366,514,287,cohort,right
Spivey2005,1,28,382,529,362,cohort,right
Spivey2005,1,28,400,535,414,cohort,right
Spivey2005,1,28,416,537,436,cohort,right
Spivey2005,1,28,432,537,468,cohort,right
Spivey2005,1,28,449,535,476,cohort,right
Spivey2005,1,28,465,524,485,cohort,right
Spivey2005,1,28,482,517,487,cohort,right
Spivey2005,1,28,499,510,487,cohort,right
Spivey2005,1,28,515,502,487,cohort,right
Spivey2005,1,28,831,503,488,cohort,right
Spivey2005,1,28,848,504,491,cohort,right
Spivey2005,1,28,864,504,492,cohort,right
Spivey2005,1,28,881,504,493,cohort,right
Spivey2005,1,28,898,505,495,cohort,right
Spivey2005,1,28,1347,506,496,cohort,right
Spivey2005,1,28,1363,508,496,cohort,right
Spivey2005,1,28,1381,517,499,cohort,right
Spivey2005,1,28,1396,524,500,cohort,right
Spivey2005,1,28,1413,546,503,cohort,right
Spivey2005,1,28,1430,558,505,cohort,right
Spivey2005,1,28,1446,569,505,cohort,right
Spivey2005,1,28,1464,635,505,cohort,right
Spivey2005,1,28,1480,661,505,cohort,right
Spivey2005,1,28,1496,687,504,cohort,right
Spivey2005,1,28,1513,730,504,cohort,right
Spivey2005,1,28,1529,744,504,cohort,right
Spivey2005,1,28,1546,767,503,cohort,right
Spivey2005,1,28,1563,774,503,cohort,right
Spivey2005,1,28,1579,778,503,cohort,right
Spivey2005,1,29,96,508,101,cohort,left
Spivey2005,1,29,113,505,100,cohort,left
Spivey2005,1,29,129,503,98,cohort,left
Spivey2005,1,29,279,506,98,cohort,left
Spivey2005,1,29,296,510,100,cohort,left
Spivey2005,1,29,312,521,115,cohort,left
Spivey2005,1,29,329,526,128,cohort,left
Spivey2005,1,29,345,534,166,cohort,left
Spivey2005,1,29,363,540,237,cohort,left
Spivey2005,1,29,379,543,282,cohort,left
Spivey2005,1,29,395,549,392,cohort,left
Spivey2005,1,29,412,550,437,cohort,left
Spivey2005,1,29,428,550,487,cohort,left
Spivey2005,1,29,445,549,546,cohort,left
Spivey2005,1,29,464,548,562,cohort,left
