paper,ptp,trial,t,x,y,condition,target.location
Spivey2005,15,6,343,694,458,cohort,left
Spivey2005,15,6,360,705,466,cohort,left
Spivey2005,15,6,376,720,476,cohort,left
Spivey2005,15,6,393,726,480,cohort,left
Spivey2005,15,6,410,730,482,cohort,left
Spivey2005,15,6,427,733,485,cohort,left
Spivey2005,15,6,975,734,485,cohort,left
Spivey2005,15,6,991,735,486,cohort,left
Spivey2005,15,11,100,582,115,cohort,left
Spivey2005,15,11,117,582,116,cohort,left
Spivey2005,15,11,135,581,123,cohort,left
Spivey2005,15,11,150,580,128,cohort,left
Spivey2005,15,11,167,579,141,cohort,left
Spivey2005,15,11,183,578,150,cohort,left
Spivey2005,15,11,200,577,162,cohort,left
Spivey2005,15,11,217,574,210,cohort,left
Spivey2005,15,11,233,574,228,cohort,left
Spivey2005,15,11,250,574,247,cohort,left
Spivey2005,15,11,267,574,286,cohort,left
Spivey2005,15,11,283,575,308,cohort,left
Spivey2005,15,11,300,579,346,cohort,left
Spivey2005,15,11,316,581,362,cohort,left
Spivey2005,15,11,333,590,386,cohort,left
Spivey2005,15,11,349,596,397,cohort,left
Spivey2005,15,11,366,602,406,cohort,left
Spivey2005,15,11,383,617,420,cohort,left
Spivey2005,15,11,399,625,427,cohort,left
Spivey2005,15,11,416,643,437,cohort,left
Spivey2005,15,11,433,665,445,cohort,left
Spivey2005,15,11,449,676,447,cohort,left
Spivey2005,15,11,466,693,450,cohort,left
Spivey2005,15,11,482,700,451,cohort,left
Spivey2005,15,11,499,709,452,cohort,left
Spivey2005,15,11,516,713,452,cohort,left
Spivey2005,15,11,532,715,452,cohort,left
Spivey2005,15,11,549,717,452,cohort,left
Spivey2005,15,11,566,717,453,cohort,left
Spivey2005,15,11,600,718,453,cohort,left
Spivey2005,15,11,951,715,454,cohort,left
Spivey2005,15,11,965,707,456,cohort,left
Spivey2005,15,11,981,704,457,cohort,left
Spivey2005,15,11,998,703,457,cohort,left
Spivey2005,15,11,1048,694,459,cohort,left
Spivey2005,15,11,1065,668,464,cohort,left
Spivey2005,15,11,1081,613,473,cohort,left
Spivey2005,15,11,1098,583,477,cohort,left
Spivey2005,15,11,1114,547,481,cohort,left
Spivey2005,15,11,1131,468,487,cohort,left
Spivey2005,15,11,1148,428,491,cohort,left
Spivey2005,15,11,1164,348,497,cohort,left
Spivey2005,15,11,1181,320,499,cohort,left
Spivey2005,15,11,1197,297,501,cohort,left
Spivey2005,15,11,1214,267,505,cohort,left
Spivey2005,15,11,1231,260,505,cohort,left
Spivey2005,15,12,49,543,108,cohort,right
Spivey2005,15,12,133,543,109,cohort,right
Spivey2005,15,12,149,543,111,cohort,right
Spivey2005,15,12,166,543,115,cohort,right
Spivey2005,15,12,182,543,120,cohort,right
Spivey2005,15,12,199,543,129,cohort,right
Spivey2005,15,12,216,546,152,cohort,right
Spivey2005,15,12,233,550,178,cohort,right
Spivey2005,15,12,249,552,193,cohort,right
Spivey2005,15,12,268,560,222,cohort,right
Spivey2005,15,12,282,564,240,cohort,right
Spivey2005,15,12,301,573,270,cohort,right
Spivey2005,15,12,315,578,284,cohort,right
Spivey2005,15,12,332,594,313,cohort,right
Spivey2005,15,12,349,601,324,cohort,right
Spivey2005,15,12,365,607,335,cohort,right
Spivey2005,15,12,382,618,352,cohort,right
Spivey2005,15,12,399,622,359,cohort,right
Spivey2005,15,12,415,628,370,cohort,right
Spivey2005,15,12,432,630,372,cohort,right
Spivey2005,15,12,449,632,376,cohort,right
Spivey2005,15,12,465,633,377,cohort,right
Spivey2005,15,12,482,633,378,cohort,right
Spivey2005,15,12,531,633,379,cohort,right
Spivey2005,15,12,583,632,381,cohort,right
Spivey2005,15,12,598,629,383,cohort,right
Spivey2005,15,12,615,620,386,cohort,right
Spivey2005,15,12,631,614,388,cohort,right
Spivey2005,15,12,648,607,392,cohort,right
Spivey2005,15,12,665,590,398,cohort,right
Spivey2005,15,12,681,567,406,cohort,right
Spivey2005,15,12,698,553,410,cohort,right
Spivey2005,15,12,714,521,418,cohort,right
Spivey2005,15,12,731,503,422,cohort,right
Spivey2005,15,12,748,449,436,cohort,right
Spivey2005,15,12,770,406,448,cohort,right
Spivey2005,15,12,798,395,450,cohort,right
Spivey2005,15,12,1014,395,451,cohort,right
Spivey2005,15,12,1030,394,454,cohort,right
Spivey2005,15,12,1047,393,458,cohort,right
Spivey2005,15,12,1064,391,460,cohort,right
Spivey2005,15,12,1080,384,464,cohort,right
Spivey2005,15,12,1097,373,466,cohort,right
Spivey2005,15,12,1113,364,467,cohort,right
Spivey2005,15,12,1130,338,468,cohort,right
Spivey2005,15,12,1147,325,468,cohort,right
Spivey2005,15,12,1163,295,469,cohort,right
Spivey2005,15,12,1180,282,469,cohort,right
Spivey2005,15,12,1197,269,469,cohort,right
Spivey2005,15,12,1213,251,469,cohort,right
Spivey2005,15,12,1231,243,469,cohort,right
Spivey2005,15,12,1246,239,469,cohort,right
Spivey2005,15,13,118,561,110,cohort,left
Spivey2005,15,13,155,564,115,cohort,left
Spivey2005,15,13,189,575,145,cohort,left
Spivey2005,15,13,200,588,174,cohort,left
Spivey2005,15,13,230,614,225,cohort,left
Spivey2005,15,13,247,632,260,cohort,left
Spivey2005,15,13,264,640,276,cohort,left
Spivey2005,15,13,280,655,304,cohort,left
Spivey2005,15,13,296,659,313,cohort,left
Spivey2005,15,13,313,661,321,cohort,left
Spivey2005,15,13,330,663,331,cohort,left
Spivey2005,15,13,347,663,334,cohort,left
Spivey2005,15,13,363,661,337,cohort,left
Spivey2005,15,13,380,651,343,cohort,left
Spivey2005,15,13,396,643,347,cohort,left
Spivey2005,15,13,413,622,357,cohort,left
Spivey2005,15,13,429,608,362,cohort,left
Spivey2005,15,13,446,596,367,cohort,left
Spivey2005,15,13,463,573,377,cohort,left
Spivey2005,15,13,479,561,382,cohort,left
Spivey2005,15,13,497,537,391,cohort,left
Spivey2005,15,13,513,526,395,cohort,left
Spivey2005,15,13,529,504,404,cohort,left
Spivey2005,15,13,546,493,407,cohort,left
Spivey2005,15,13,563,472,415,cohort,left
Spivey2005,15,13,580,456,424,cohort,left
Spivey2005,15,13,599,450,427,cohort,left
Spivey2005,15,13,612,439,432,cohort,left
Spivey2005,15,13,629,424,440,cohort,left
Spivey2005,15,13,646,415,442,cohort,left
Spivey2005,15,13,662,391,445,cohort,left
Spivey2005,15,13,679,379,447,cohort,left
Spivey2005,15,13,695,366,447,cohort,left
Spivey2005,15,13,729,367,446,cohort,left
Spivey2005,15,13,745,374,438,cohort,left
Spivey2005,15,13,763,375,436,cohort,left
Spivey2005,15,13,995,366,446,cohort,left
Spivey2005,15,13,1011,362,450,cohort,left
Spivey2005,15,13,1028,357,454,cohort,left
Spivey2005,15,13,1045,346,461,cohort,left
Spivey2005,15,13,1062,334,467,cohort,left
Spivey2005,15,13,1078,326,472,cohort,left
Spivey2005,15,13,1094,320,474,cohort,left
Spivey2005,15,13,1111,310,480,cohort,left
Spivey2005,15,13,1128,306,482,cohort,left
Spivey2005,15,13,1144,302,484,cohort,left
Spivey2005,15,13,1161,294,488,cohort,left
Spivey2005,15,13,1178,290,490,cohort,left
Spivey2005,15,13,1194,283,492,cohort,left
Spivey2005,15,13,1211,277,494,cohort,left
Spivey2005,15,13,1228,273,495,cohort,left
Spivey2005,15,13,1247,264,497,cohort,left
Spivey2005,15,13,1261,258,499,cohort,left
Spivey2005,15,13,1277,243,502,cohort,left
Spivey2005,15,13,1294,237,502,cohort,left
Spivey2005,15,13,1311,233,503,cohort,left
Spivey2005,15,14,133,552,91,cohort,right
Spivey2005,15,14,149,552,93,cohort,right
Spivey2005,15,14,166,552,95,cohort,right
Spivey2005,15,14,183,553,108,cohort,right
Spivey2005,15,14,199,555,115,cohort,right
Spivey2005,15,14,216,559,126,cohort,right
Spivey2005,15,14,232,566,149,cohort,right
Spivey2005,15,14,251,570,163,cohort,right
Spivey2005,15,14,266,584,197,cohort,right
Spivey2005,15,14,283,595,224,cohort,right
Spivey2005,15,14,299,615,273,cohort,right
Spivey2005,15,14,332,629,320,cohort,right
Spivey2005,15,14,349,634,332,cohort,right
Spivey2005,15,14,366,644,346,cohort,right
Spivey2005,15,14,382,649,350,cohort,right
Spivey2005,15,14,399,655,348,cohort,right
Spivey2005,15,14,415,658,343,cohort,right
Spivey2005,15,14,432,658,342,cohort,right
Spivey2005,15,14,615,658,343,cohort,right
Spivey2005,15,14,632,658,344,cohort,right
Spivey2005,15,14,648,658,349,cohort,right
Spivey2005,15,14,665,658,351,cohort,right
Spivey2005,15,14,681,658,355,cohort,right
Spivey2005,15,14,698,658,357,cohort,right
Spivey2005,15,14,716,658,359,cohort,right
Spivey2005,15,14,732,658,363,cohort,right
Spivey2005,15,14,748,656,366,cohort,right
Spivey2005,15,14,766,653,375,cohort,right
Spivey2005,15,14,781,650,381,cohort,right
Spivey2005,15,14,798,646,389,cohort,right
Spivey2005,15,14,814,637,406,cohort,right
Spivey2005,15,14,831,633,415,cohort,right
Spivey2005,15,14,848,617,433,cohort,right
Spivey2005,15,14,864,608,442,cohort,right
Spivey2005,15,14,881,600,448,cohort,right
Spivey2005,15,14,902,574,463,cohort,right
Spivey2005,15,14,917,565,468,cohort,right
Spivey2005,15,14,931,554,472,cohort,right
Spivey2005,15,14,950,529,478,cohort,right
Spivey2005,15,14,964,517,480,cohort,right
Spivey2005,15,14,981,482,484,cohort,right
Spivey2005,15,14,997,464,486,cohort,right
Spivey2005,15,14,1014,425,491,cohort,right
Spivey2005,15,14,1031,401,491,cohort,right
Spivey2005,15,14,1047,378,492,cohort,right
Spivey2005,15,14,1064,331,496,cohort,right
Spivey2005,15,14,1080,315,500,cohort,right
Spivey2005,15,14,1097,289,503,cohort,right
Spivey2005,15,14,1114,280,504,cohort,right
Spivey2005,15,14,1130,272,504,cohort,right
Spivey2005,15,14,1230,274,505,cohort,right
Spivey2005,15,14,1247,276,505,cohort,right
Spivey2005,15,14,1263,288,505,cohort,right
Spivey2005,15,14,1280,299,505,cohort,right
Spivey2005,15,14,1297,331,505,cohort,right
Spivey2005,15,14,1313,359,505,cohort,right
Spivey2005,15,14,1330,395,504,cohort,right
Spivey2005,15,14,1347,489,501,cohort,right
Spivey2005,15,14,1366,585,498,cohort,right
Spivey2005,15,14,1382,647,495,cohort,right
Spivey2005,15,14,1396,664,494,cohort,right
Spivey2005,15,14,1413,671,494,cohort,right
Spivey2005,15,14,1430,677,494,cohort,right
Spivey2005,15,14,1446,681,494,cohort,right
Spivey2005,15,14,1463,686,494,cohort,right
Spivey2005,15,14,1479,693,496,cohort,right
Spivey2005,15,14,1496,697,497,cohort,right
Spivey2005,15,14,1513,703,498,cohort,right
Spivey2005,15,14,1529,707,498,cohort,right
Spivey2005,15,14,1546,711,498,cohort,right
Spivey2005,15,14,1563,712,498,cohort,right
Spivey2005,15,14,1583,703,499,cohort,right
Spivey2005,15,14,1679,688,499,cohort,right
Spivey2005,15,14,1696,676,499,cohort,right
Spivey2005,15,14,1712,644,500,cohort,right
Spivey2005,15,14,1729,628,500,cohort,right
Spivey2005,15,14,1746,609,501,cohort,right
Spivey2005,15,14,1762,549,502,cohort,right
Spivey2005,15,14,1779,487,502,cohort,right
Spivey2005,15,14,1795,466,502,cohort,right
Spivey2005,15,14,1812,455,502,cohort,right
Spivey2005,15,14,1862,465,502,cohort,right
Spivey2005,15,14,1878,480,502,cohort,right
Spivey2005,15,14,1895,544,502,cohort,right
Spivey2005,15,14,1912,573,501,cohort,right
Spivey2005,15,14,1928,649,497,cohort,right
Spivey2005,15,14,1945,683,496,cohort,right
Spivey2005,15,14,1962,753,494,cohort,right
Spivey2005,15,14,1978,779,494,cohort,right
Spivey2005,15,14,1995,804,492,cohort,right
Spivey2005,15,14,2011,810,492,cohort,right
Spivey2005,15,15,100,569,87,cohort,left
Spivey2005,15,15,116,569,90,cohort,left
Spivey2005,15,15,133,569,95,cohort,left
Spivey2005,15,15,149,569,101,cohort,left
Spivey2005,15,15,169,569,123,cohort,left
Spivey2005,15,15,183,570,137,cohort,left
Spivey2005,15,15,199,572,166,cohort,left
Spivey2005,15,15,216,572,183,cohort,left
Spivey2005,15,15,232,573,217,cohort,left
Spivey2005,15,15,249,573,235,cohort,left
Spivey2005,15,15,267,573,276,cohort,left
Spivey2005,15,15,282,571,305,cohort,left
Spivey2005,15,15,299,567,316,cohort,left
Spivey2005,15,15,316,563,325,cohort,left
Spivey2005,15,15,332,561,336,cohort,left
Spivey2005,15,15,349,561,337,cohort,left
Spivey2005,15,15,366,567,333,cohort,left
Spivey2005,15,15,382,570,329,cohort,left
Spivey2005,15,15,532,569,329,cohort,left
Spivey2005,15,15,549,568,331,cohort,left
Spivey2005,15,15,565,564,337,cohort,left
Spivey2005,15,15,582,555,348,cohort,left
Spivey2005,15,15,598,550,355,cohort,left
Spivey2005,15,15,615,536,367,cohort,left
Spivey2005,15,15,635,529,372,cohort,left
Spivey2005,15,15,648,516,381,cohort,left
Spivey2005,15,15,665,510,385,cohort,left
Spivey2005,15,15,681,502,390,cohort,left
Spivey2005,15,15,698,469,406,cohort,left
Spivey2005,15,15,715,455,410,cohort,left
Spivey2005,15,15,731,439,414,cohort,left
Spivey2005,15,15,748,402,422,cohort,left
Spivey2005,15,15,765,381,426,cohort,left
Spivey2005,15,15,781,340,432,cohort,left
Spivey2005,15,15,798,323,436,cohort,left
Spivey2005,15,15,814,290,442,cohort,left
Spivey2005,15,15,831,279,444,cohort,left
Spivey2005,15,15,848,270,446,cohort,left
Spivey2005,15,15,864,256,449,cohort,left
Spivey2005,15,15,881,252,451,cohort,left
Spivey2005,15,15,898,248,452,cohort,left
Spivey2005,15,15,916,246,452,cohort,left
Spivey2005,15,15,947,246,453,cohort,left
Spivey2005,15,15,1247,246,454,cohort,left
Spivey2005,15,15,1263,247,454,cohort,left
Spivey2005,15,15,1280,249,455,cohort,left
Spivey2005,15,15,1297,250,455,cohort,left
Spivey2005,15,15,1313,257,456,cohort,left
Spivey2005,15,15,1331,272,458,cohort,left
Spivey2005,15,15,1346,281,458,cohort,left
Spivey2005,15,15,1363,293,458,cohort,left
Spivey2005,15,15,1381,295,458,cohort,left
Spivey2005,15,15,1396,298,458,cohort,left
Spivey2005,15,15,1413,302,458,cohort,left
Spivey2005,15,15,1430,310,460,cohort,left
Spivey2005,15,15,1446,337,463,cohort,left
Spivey2005,15,15,1463,355,464,cohort,left
Spivey2005,15,15,1479,390,464,cohort,left
Spivey2005,15,15,1496,401,464,cohort,left
Spivey2005,15,15,1513,409,464,cohort,left
Spivey2005,15,15,1529,416,465,cohort,left
Spivey2005,15,15,1563,414,465,cohort,left
Spivey2005,15,15,1579,407,465,cohort,left
Spivey2005,15,15,1661,301,469,cohort,left
Spivey2005,15,15,1679,285,470,cohort,left
Spivey2005,15,15,1696,253,473,cohort,left
Spivey2005,15,15,1712,238,474,cohort,left
Spivey2005,15,15,1729,218,475,cohort,left
Spivey2005,15,15,1749,210,475,cohort,left
Spivey2005,15,15,1895,211,476,cohort,left
Spivey2005,15,15,1912,212,477,cohort,left
Spivey2005,15,15,1928,213,477,cohort,left
Spivey2005,15,17,167,483,110,cohort,right
Spivey2005,15,17,183,483,112,cohort,right
Spivey2005,15,17,200,483,114,cohort,right
Spivey2005,15,17,216,483,128,cohort,right
Spivey2005,15,17,233,483,138,cohort,right
Spivey2005,15,17,250,483,167,cohort,right
Spivey2005,15,17,266,485,184,cohort,right
Spivey2005,15,17,284,489,223,cohort,right
Spivey2005,15,17,300,497,268,cohort,right
Spivey2005,15,17,316,500,289,cohort,right
Spivey2005,15,17,335,509,331,cohort,right
Spivey2005,15,17,349,512,353,cohort,right
Spivey2005,15,17,366,513,365,cohort,right
Spivey2005,15,17,383,509,385,cohort,right
Spivey2005,15,17,399,503,392,cohort,right
Spivey2005,15,17,416,487,403,cohort,right
Spivey2005,15,17,433,476,408,cohort,right
Spivey2005,15,17,449,465,415,cohort,right
Spivey2005,15,17,466,438,423,cohort,right
Spivey2005,15,17,482,423,426,cohort,right
Spivey2005,15,17,499,391,431,cohort,right
Spivey2005,15,17,516,361,434,cohort,right
Spivey2005,15,17,532,348,436,cohort,right
Spivey2005,15,17,549,323,437,cohort,right
Spivey2005,15,17,566,312,438,cohort,right
Spivey2005,15,17,582,303,439,cohort,right
Spivey2005,15,17,599,290,441,cohort,right
Spivey2005,15,17,616,283,442,cohort,right
Spivey2005,15,17,632,280,442,cohort,right
Spivey2005,15,17,665,278,443,cohort,right
Spivey2005,15,17,965,279,444,cohort,right
Spivey2005,15,17,1397,285,445,cohort,right
Spivey2005,15,17,1413,299,447,cohort,right
Spivey2005,15,17,1430,312,448,cohort,right
Spivey2005,15,17,1449,330,448,cohort,right
Spivey2005,15,17,1463,408,449,cohort,right
Spivey2005,15,17,1480,466,449,cohort,right
Spivey2005,15,17,1497,582,448,cohort,right
Spivey2005,15,17,1567,772,446,cohort,right
Spivey2005,15,17,1586,780,447,cohort,right
Spivey2005,15,17,1620,792,451,cohort,right
Spivey2005,15,17,1630,801,453,cohort,right
Spivey2005,15,17,1646,806,454,cohort,right
Spivey2005,15,17,1663,809,455,cohort,right
Spivey2005,15,19,150,445,82,cohort,right
Spivey2005,15,19,166,446,86,cohort,right
Spivey2005,15,19,183,447,90,cohort,right
Spivey2005,15,19,199,449,108,cohort,right
Spivey2005,15,19,216,450,120,cohort,right
Spivey2005,15,19,232,453,149,cohort,right
Spivey2005,15,19,249,455,164,cohort,right
Spivey2005,15,19,269,457,199,cohort,right
Spivey2005,15,19,282,457,216,cohort,right
Spivey2005,15,19,299,457,232,cohort,right
Spivey2005,15,19,316,455,265,cohort,right
Spivey2005,15,19,332,453,280,cohort,right
Spivey2005,15,19,349,439,309,cohort,right
Spivey2005,15,19,365,423,325,cohort,right
Spivey2005,15,19,382,409,330,cohort,right
Spivey2005,15,19,566,396,323,cohort,right
Spivey2005,15,19,582,392,319,cohort,right
Spivey2005,15,19,598,388,317,cohort,right
Spivey2005,15,19,615,382,314,cohort,right
Spivey2005,15,19,631,378,314,cohort,right
Spivey2005,15,19,648,369,313,cohort,right
Spivey2005,15,19,665,367,313,cohort,right
Spivey2005,15,19,681,362,318,cohort,right
Spivey2005,15,19,698,358,322,cohort,right
Spivey2005,15,19,715,352,330,cohort,right
Spivey2005,15,19,734,328,352,cohort,right
Spivey2005,15,19,764,308,368,cohort,right
Spivey2005,15,19,782,286,383,cohort,right
Spivey2005,15,19,798,274,390,cohort,right
Spivey2005,15,19,814,256,403,cohort,right
Spivey2005,15,19,831,247,410,cohort,right
Spivey2005,15,19,848,232,421,cohort,right
Spivey2005,15,19,864,224,425,cohort,right
Spivey2005,15,19,881,219,429,cohort,right
Spivey2005,15,19,897,211,433,cohort,right
Spivey2005,15,19,921,209,435,cohort,right
Spivey2005,15,19,931,209,436,cohort,right
Spivey2005,15,19,964,209,437,cohort,right
Spivey2005,15,19,1064,209,438,cohort,right
Spivey2005,15,19,1199,209,439,cohort,right
Spivey2005,15,19,1363,210,439,cohort,right
Spivey2005,15,19,1463,212,440,cohort,right
Spivey2005,15,19,1479,221,442,cohort,right
Spivey2005,15,19,1496,228,443,cohort,right
Spivey2005,15,19,1513,245,446,cohort,right
Spivey2005,15,19,1529,254,446,cohort,right
Spivey2005,15,19,1546,268,447,cohort,right
Spivey2005,15,19,1562,279,449,cohort,right
Spivey2005,15,19,1579,289,450,cohort,right
Spivey2005,15,19,1596,344,454,cohort,right
Spivey2005,15,19,1612,379,456,cohort,right
Spivey2005,15,19,1629,447,457,cohort,right
Spivey2005,15,19,1646,514,458,cohort,right
Spivey2005,15,19,1663,541,458,cohort,right
Spivey2005,15,19,1681,571,459,cohort,right
Spivey2005,15,19,1703,599,460,cohort,right
Spivey2005,15,19,1714,643,460,cohort,right
Spivey2005,15,19,1747,682,460,cohort,right
Spivey2005,15,19,1786,704,461,cohort,right
Spivey2005,15,19,1812,726,462,cohort,right
Spivey2005,15,19,1828,728,462,cohort,right
Spivey2005,15,19,1911,730,463,cohort,right
Spivey2005,15,24,133,487,73,cohort,left
Spivey2005,15,24,149,487,75,cohort,left
Spivey2005,15,24,166,488,77,cohort,left
Spivey2005,15,24,183,491,83,cohort,left
Spivey2005,15,24,199,493,88,cohort,left
Spivey2005,15,24,216,499,105,cohort,left
Spivey2005,15,24,233,503,130,cohort,left
Spivey2005,15,24,249,507,148,cohort,left
Spivey2005,15,24,271,512,178,cohort,left
Spivey2005,15,24,282,516,204,cohort,left
Spivey2005,15,24,299,517,219,cohort,left
Spivey2005,15,24,316,516,246,cohort,left
Spivey2005,15,24,332,511,258,cohort,left
Spivey2005,15,24,349,491,286,cohort,left
Spivey2005,15,24,365,475,297,cohort,left
Spivey2005,15,24,382,429,326,cohort,left
Spivey2005,15,24,399,401,344,cohort,left
Spivey2005,15,24,415,382,356,cohort,left
Spivey2005,15,24,432,342,373,cohort,left
Spivey2005,15,24,449,321,374,cohort,left
Spivey2005,15,24,664,319,374,cohort,left
Spivey2005,15,24,681,315,377,cohort,left
Spivey2005,15,24,698,313,379,cohort,left
Spivey2005,15,24,715,310,381,cohort,left
Spivey2005,15,24,734,309,382,cohort,left
Spivey2005,15,24,748,308,382,cohort,left
Spivey2005,15,24,765,307,384,cohort,left
Spivey2005,15,24,781,306,385,cohort,left
Spivey2005,15,24,798,304,388,cohort,left
Spivey2005,15,24,814,302,390,cohort,left
Spivey2005,15,24,831,298,396,cohort,left
Spivey2005,15,24,848,294,400,cohort,left
Spivey2005,15,24,865,290,405,cohort,left
Spivey2005,15,24,881,282,414,cohort,left
Spivey2005,15,24,897,275,423,cohort,left
Spivey2005,15,24,919,271,430,cohort,left
Spivey2005,15,24,931,268,436,cohort,left
Spivey2005,15,24,950,266,440,cohort,left
Spivey2005,15,24,964,264,444,cohort,left
Spivey2005,15,24,981,263,446,cohort,left
Spivey2005,15,24,997,262,448,cohort,left
Spivey2005,15,24,1014,261,449,cohort,left
Spivey2005,15,24,1030,261,451,cohort,left
Spivey2005,15,24,1097,261,452,cohort,left
Spivey2005,15,24,1114,266,454,cohort,left
Spivey2005,15,24,1130,277,456,cohort,left
Spivey2005,15,24,1147,283,457,cohort,left
Spivey2005,15,24,1163,289,459,cohort,left
Spivey2005,15,24,1180,296,459,cohort,left
Spivey2005,15,24,1198,297,459,cohort,left
Spivey2005,15,24,1383,296,459,cohort,left
Spivey2005,15,24,1396,295,459,cohort,left
Spivey2005,15,24,1478,294,459,cohort,left
Spivey2005,15,26,83,543,73,cohort,right
Spivey2005,15,26,101,543,76,cohort,right
Spivey2005,15,26,117,543,79,cohort,right
Spivey2005,15,26,133,543,83,cohort,right
Spivey2005,15,26,150,543,98,cohort,right
Spivey2005,15,26,167,543,107,cohort,right
Spivey2005,15,26,183,543,128,cohort,right
Spivey2005,15,26,200,543,140,cohort,right
Spivey2005,15,26,217,542,156,cohort,right
Spivey2005,15,26,233,541,193,cohort,right
Spivey2005,15,26,250,539,212,cohort,right
Spivey2005,15,26,266,537,249,cohort,right
Spivey2005,15,26,287,531,283,cohort,right
Spivey2005,15,26,300,525,305,cohort,right
Spivey2005,15,26,316,513,334,cohort,right
Spivey2005,15,26,333,503,357,cohort,right
Spivey2005,15,26,349,488,390,cohort,right
Spivey2005,15,26,366,482,405,cohort,right
Spivey2005,15,26,383,477,417,cohort,right
Spivey2005,15,26,399,468,440,cohort,right
Spivey2005,15,26,416,463,451,cohort,right
Spivey2005,15,26,433,457,467,cohort,right
Spivey2005,15,26,449,453,474,cohort,right
Spivey2005,15,26,466,447,481,cohort,right
Spivey2005,15,26,482,445,483,cohort,right
Spivey2005,15,26,499,443,484,cohort,right
Spivey2005,15,26,516,442,484,cohort,right
Spivey2005,15,26,582,444,483,cohort,right
Spivey2005,15,26,599,447,482,cohort,right
Spivey2005,15,26,616,448,481,cohort,right
Spivey2005,15,26,632,449,479,cohort,right
Spivey2005,15,26,649,453,464,cohort,right
Spivey2005,15,26,665,454,456,cohort,right
Spivey2005,15,26,682,454,444,cohort,right
Spivey2005,15,26,831,450,443,cohort,right
Spivey2005,15,26,848,442,443,cohort,right
Spivey2005,15,26,865,440,443,cohort,right
Spivey2005,15,26,882,439,446,cohort,right
Spivey2005,15,26,898,439,447,cohort,right
Spivey2005,15,26,916,439,448,cohort,right
Spivey2005,15,26,952,438,449,cohort,right
Spivey2005,15,26,981,436,451,cohort,right
Spivey2005,15,26,1064,437,453,cohort,right
Spivey2005,15,26,1081,442,457,cohort,right
Spivey2005,15,26,1098,455,462,cohort,right
Spivey2005,15,26,1114,459,464,cohort,right
Spivey2005,15,26,1131,459,465,cohort,right
Spivey2005,15,26,1181,462,467,cohort,right
Spivey2005,15,26,1197,466,469,cohort,right
Spivey2005,15,26,1216,476,471,cohort,right
Spivey2005,15,26,1231,486,473,cohort,right
Spivey2005,15,26,1247,494,474,cohort,right
Spivey2005,15,26,1264,515,478,cohort,right
Spivey2005,15,26,1280,529,480,cohort,right
Spivey2005,15,26,1297,555,483,cohort,right
Spivey2005,15,26,1314,564,485,cohort,right
Spivey2005,15,26,1330,575,486,cohort,right
Spivey2005,15,26,1347,599,490,cohort,right
Spivey2005,15,26,1364,624,495,cohort,right
Spivey2005,15,26,1381,637,497,cohort,right
Spivey2005,15,26,1401,661,501,cohort,right
Spivey2005,15,26,1414,670,502,cohort,right
Spivey2005,15,26,1430,683,503,cohort,right
Spivey2005,15,26,1447,690,504,cohort,right
Spivey2005,15,26,1463,704,505,cohort,right
Spivey2005,15,26,1480,707,506,cohort,right
Spivey2005,15,26,1567,710,506,cohort,right
Spivey2005,15,28,166,565,115,cohort,left
Spivey2005,15,28,183,564,118,cohort,left
Spivey2005,15,28,201,561,125,cohort,left
Spivey2005,15,28,217,558,129,cohort,left
Spivey2005,15,28,233,548,146,cohort,left
Spivey2005,15,28,249,541,160,cohort,left
Spivey2005,15,28,266,535,175,cohort,left
Spivey2005,15,28,283,521,201,cohort,left
Spivey2005,15,28,302,514,216,cohort,left
Spivey2005,15,28,316,489,261,cohort,left
Spivey2005,15,28,333,475,284,cohort,left
Spivey2005,15,28,349,438,342,cohort,left
Spivey2005,15,28,366,422,367,cohort,left
Spivey2005,15,28,382,407,390,cohort,left
Spivey2005,15,28,399,384,420,cohort,left
Spivey2005,15,28,417,345,455,cohort,left
Spivey2005,15,28,432,330,467,cohort,left
Spivey2005,15,28,449,306,485,cohort,left
Spivey2005,15,28,466,294,494,cohort,left
Spivey2005,15,28,482,277,506,cohort,left
Spivey2005,15,28,499,273,509,cohort,left
Spivey2005,15,28,515,270,511,cohort,left
Spivey2005,15,30,149,485,80,cohort,right
Spivey2005,15,30,166,485,84,cohort,right
Spivey2005,15,30,183,485,98,cohort,right
Spivey2005,15,30,199,486,107,cohort,right
Spivey2005,15,30,216,485,132,cohort,right
Spivey2005,15,30,232,485,146,cohort,right
Spivey2005,15,30,249,482,178,cohort,right
Spivey2005,15,30,266,481,194,cohort,right
Spivey2005,15,30,282,481,208,cohort,right
Spivey2005,15,30,299,468,237,cohort,right
Spivey2005,15,30,316,460,252,cohort,right
Spivey2005,15,30,332,426,280,cohort,right
Spivey2005,15,30,350,394,297,cohort,right
Spivey2005,15,30,366,382,303,cohort,right
Spivey2005,15,30,382,361,310,cohort,right
Spivey2005,15,30,402,356,310,cohort,right
Spivey2005,15,30,582,356,309,cohort,right
Spivey2005,15,30,600,355,309,cohort,right
Spivey2005,15,30,631,354,309,cohort,right
Spivey2005,15,30,648,352,309,cohort,right
Spivey2005,15,30,665,348,311,cohort,right
Spivey2005,15,30,681,345,315,cohort,right
Spivey2005,15,30,698,344,319,cohort,right
Spivey2005,15,30,715,340,332,cohort,right
Spivey2005,15,30,731,336,339,cohort,right
Spivey2005,15,30,748,332,354,cohort,right
